"","mean","sd","0.025quant","0.5quant","0.975quant","mode","X","ISO_A0","adjusted_year","cases","full_name","continent","label_y","hemisphere","join","total_missing","YearN","YearN2","YearN3","YearN4","population_total","ave_cases","avg_inc","YearN_continent","YearN_country","offset1","country","countryID","continentID"
"fitted.Predictor.1131",124.990673581819,0.755355637293786,123.515995615337,124.988391225474,126.478338803842,124.983841085594,1164,"MYS",1998,27381,"Malaysia","Asia",2.528667,"north","MYS 1998",0,9,9,9,9,21906713,47034.3142857143,156.921455918221,"Asia_9","MYS_9",219.06713,"MYS",34,1
"fitted.Predictor.1132",45.2258399944571,0.44898731200248,44.3517704011955,45.2236114597712,46.1125906576369,45.2191684932101,1165,"MYS",1999,10146,"Malaysia","Asia",2.528667,"north","MYS 1999",0,10,10,10,10,22435531,47034.3142857143,156.921455918221,"Asia_10","MYS_10",224.35531,"MYS",34,1
"fitted.Predictor.1133",38.3393172390345,0.408576436493365,37.5443428789495,38.3371403551163,39.1466787774716,38.3328003500551,1166,"MYS",2000,8805,"Malaysia","Asia",2.528667,"north","MYS 2000",0,11,11,11,11,22967816,47034.3142857143,156.921455918221,"Asia_11","MYS_11",229.67816,"MYS",34,1
"fitted.Predictor.1134",69.575161491724,0.543816475554863,68.5148449409226,69.5730362878187,70.6475710843601,69.5687993835752,1167,"MYS",2001,16368,"Malaysia","Asia",2.528667,"north","MYS 2001",0,12,12,12,12,23526538,47034.3142857143,156.921455918221,"Asia_12","MYS_12",235.26538,"MYS",34,1
"fitted.Predictor.1135",135.950168545931,0.751033902781631,134.483372499386,135.948094112987,137.428768698087,135.943958514478,1168,"MYS",2002,32767,"Malaysia","Asia",2.528667,"north","MYS 2002",0,13,13,13,13,24102477,47034.3142857143,156.921455918221,"Asia_13","MYS_13",241.02477,"MYS",34,1
"fitted.Predictor.1136",127.819233830005,0.719663814578915,126.413813373898,127.817207907612,129.236182354372,127.813169015408,1169,"MYS",2003,31545,"Malaysia","Asia",2.528667,"north","MYS 2003",0,14,14,14,14,24679602,47034.3142857143,156.921455918221,"Asia_14","MYS_14",246.79602,"MYS",34,1
"fitted.Predictor.1137",134.203106757427,0.728941467071876,132.779361744116,134.201127131467,135.638116396915,134.197180544501,1170,"MYS",2004,33895,"Malaysia","Asia",2.528667,"north","MYS 2004",0,15,15,15,15,25256772,47034.3142857143,156.921455918221,"Asia_15","MYS_15",252.56772,"MYS",34,1
"fitted.Predictor.1138",153.608640113475,0.77107118312924,152.102156177946,153.606704872284,155.126136108906,153.602846788505,1171,"MYS",2005,39686,"Malaysia","Asia",2.528667,"north","MYS 2005",0,16,16,16,16,25836071,47034.3142857143,156.921455918221,"Asia_16","MYS_16",258.36071,"MYS",34,1
"fitted.Predictor.1139",145.948652594634,0.743277152786002,144.496548696071,145.946759976342,147.411526017717,145.942986862173,1172,"MYS",2006,38556,"Malaysia","Asia",2.528667,"north","MYS 2006",0,17,17,17,17,26417909,47034.3142857143,156.921455918221,"Asia_17","MYS_17",264.17909,"MYS",34,1
"fitted.Predictor.1140",180.923343178078,0.818611114073134,179.32340054059,180.921491250467,182.533823793313,180.917799281459,1173,"MYS",2007,48846,"Malaysia","Asia",2.528667,"north","MYS 2007",0,18,18,18,18,26998389,47034.3142857143,156.921455918221,"Asia_18","MYS_18",269.98389,"MYS",34,1
"fitted.Predictor.1141",178.945348780401,0.805639108136811,177.370733613721,178.943535253218,180.530283415623,178.93991983958,1174,"MYS",2008,49335,"Malaysia","Asia",2.528667,"north","MYS 2008",0,19,19,19,19,27570059,47034.3142857143,156.921455918221,"Asia_19","MYS_19",275.70059,"MYS",34,1
"fitted.Predictor.1142",147.508602483468,0.724208842080022,146.093562465111,147.506824726242,148.933758433161,147.503280605899,1175,"MYS",2009,41486,"Malaysia","Asia",2.528667,"north","MYS 2009",0,20,20,20,20,28124778,47034.3142857143,156.921455918221,"Asia_20","MYS_20",281.24778,"MYS",34,1
"fitted.Predictor.1143",161.124676327552,0.749849887251781,159.659262778078,161.122931511877,162.600018359498,161.119453073897,1176,"MYS",2010,46171,"Malaysia","Asia",2.528667,"north","MYS 2010",0,21,21,21,21,28655776,47034.3142857143,156.921455918221,"Asia_21","MYS_21",286.55776,"MYS",34,1
"fitted.Predictor.1144",68.7223047053051,0.485447854076523,67.7752728307623,68.7205901906482,69.6790926674029,68.717172076126,1177,"MYS",2011,20040,"Malaysia","Asia",2.528667,"north","MYS 2011",0,22,22,22,22,29162039,47034.3142857143,156.921455918221,"Asia_22","MYS_22",291.62039,"MYS",34,1
"fitted.Predictor.1145",77.8375427828848,0.512259748002938,76.8378526580307,77.8358572111548,78.8468242955983,77.8324968126864,1178,"MYS",2012,23088,"Malaysia","Asia",2.528667,"north","MYS 2012",0,23,23,23,23,29662831,47034.3142857143,156.921455918221,"Asia_23","MYS_23",296.62831,"MYS",34,1
"fitted.Predictor.1146",145.364941469414,0.694082339072905,144.008632640783,145.363284460343,146.730679137742,145.359981067571,1179,"MYS",2013,43862,"Malaysia","Asia",2.528667,"north","MYS 2013",0,24,24,24,24,30174265,47034.3142857143,156.921455918221,"Asia_24","MYS_24",301.74265,"MYS",34,1
"fitted.Predictor.1147",354.110047790589,1.0740516359282,352.008575439043,354.108418948135,356.220788693992,354.105171780772,1180,"MYS",2014,108698,"Malaysia","Asia",2.528667,"north","MYS 2014",0,25,25,25,25,30696137,47034.3142857143,156.921455918221,"Asia_25","MYS_25",306.96137,"MYS",34,1
"fitted.Predictor.1148",389.395996388117,1.11657540125829,387.211059371283,389.394395533264,391.590042698978,389.391204167871,1181,"MYS",2015,121619,"Malaysia","Asia",2.528667,"north","MYS 2015",0,26,26,26,26,31232798,47034.3142857143,156.921455918221,"Asia_26","MYS_26",312.32798,"MYS",34,1
"fitted.Predictor.1149",342.995848939967,1.03872167221936,340.963495650542,342.99427612896,345.037151947218,342.991140662899,1182,"MYS",2016,109037,"Malaysia","Asia",2.528667,"north","MYS 2016",0,27,27,27,27,31789685,47034.3142857143,156.921455918221,"Asia_27","MYS_27",317.89685,"MYS",34,1
"fitted.Predictor.1150",276.574323096468,0.92454704982643,274.765776816323,276.572777797404,278.391662545755,276.569697164171,1183,"MYS",2017,89487,"Malaysia","Asia",2.528667,"north","MYS 2017",0,28,28,28,28,32355644,47034.3142857143,156.921455918221,"Asia_28","MYS_28",323.55644,"MYS",34,1
"fitted.Predictor.1151",254.17502876262,0.878808656682442,252.45609678653,254.173509538375,255.902605535729,254.170480881931,1184,"MYS",2018,83651,"Malaysia","Asia",2.528667,"north","MYS 2018",0,29,29,29,29,32910967,47034.3142857143,156.921455918221,"Asia_29","MYS_29",329.10967,"MYS",34,1
"fitted.Predictor.1152",389.594036039188,1.07936131216218,387.481771264654,389.592540874958,391.714808699283,389.589560212007,1185,"MYS",2019,130282,"Malaysia","Asia",2.528667,"north","MYS 2019",0,30,30,30,30,33440596,47034.3142857143,156.921455918221,"Asia_30","MYS_30",334.40596,"MYS",34,1
"fitted.Predictor.1153",257.221546527441,0.871202114393476,255.517405305147,257.220071171651,258.934082922989,257.217129972171,1186,"MYS",2020,87171,"Malaysia","Asia",2.528667,"north","MYS 2020",0,31,31,31,31,33889558,47034.3142857143,156.921455918221,"Asia_31","MYS_31",338.89558,"MYS",34,1
"fitted.Predictor.1154",78.6951287904828,0.479115038153894,77.759784993571,78.6936703467288,79.6387715468209,78.6907627700637,1187,"MYS",2021,26978,"Malaysia","Asia",2.528667,"north","MYS 2021",0,32,32,32,32,34282399,47034.3142857143,156.921455918221,"Asia_32","MYS_32",342.82399,"MYS",34,1
"fitted.Predictor.1155",189.455927298967,0.738952257566748,188.01101769358,189.454486213918,190.909037070753,189.451613315459,1188,"MYS",2022,65732,"Malaysia","Asia",2.528667,"north","MYS 2022",0,33,33,33,33,34695493,47034.3142857143,156.921455918221,"Asia_33","MYS_33",346.95493,"MYS",34,1
"fitted.Predictor.1156",350.544997853451,0.998972815457998,348.590162770101,350.543574440459,352.507932538914,350.540736812919,1189,"MYS",2023,123133,"Malaysia","Asia",2.528667,"north","MYS 2023",0,34,34,34,34,35126298,47034.3142857143,156.921455918221,"Asia_34","MYS_34",351.26298,"MYS",34,1
"fitted.Predictor.1157",14.8626689626222,2.94009810735988,9.92910484545571,14.5801423426836,21.4097013932836,14.0312522238144,1191,"NCL",1990,26,"New Caledonia","Oceania",-21.064697,"south","NCL 1990",4,1,1,1,1,176456,1339.18181818182,526.660805704231,"Oceania_1","NCL_1",1.76456,"NCL",35,4
"fitted.Predictor.1158",5.99826810886713,1.87225816121455,3.14895361920013,5.72583485094882,10.4111919194319,5.2177864731332,1192,"NCL",1991,10,"New Caledonia","Oceania",-21.064697,"south","NCL 1991",4,2,2,2,2,181238,1339.18181818182,526.660805704231,"Oceania_2","NCL_2",1.81238,"NCL",35,4
"fitted.Predictor.1159",2.79347391019453,1.29747134836063,1.06480440968983,2.53355640981082,6.02725328195194,2.08428378470382,1193,"NCL",1992,4,"New Caledonia","Oceania",-21.064697,"south","NCL 1992",4,3,3,3,3,186072,1339.18181818182,526.660805704231,"Oceania_3","NCL_3",1.86072,"NCL",35,4
"fitted.Predictor.1160",6.13256494153119,1.84448497374284,3.2977503950053,5.8726922368403,10.4580445964878,5.38577653276295,1194,"NCL",1993,11,"New Caledonia","Oceania",-21.064697,"south","NCL 1993",4,4,4,4,4,190857,1339.18181818182,526.660805704231,"Oceania_4","NCL_4",1.90857,"NCL",35,4
"fitted.Predictor.1161",929.725897714051,21.8043871409538,887.699412326059,929.47032002086,973.206763805137,928.960814488449,1195,"NCL",1994,1820,"New Caledonia","Oceania",-21.064697,"south","NCL 1994",4,5,5,5,5,195614,1339.18181818182,526.660805704231,"Oceania_5","NCL_5",1.95614,"NCL",35,4
"fitted.Predictor.1162",1.19224990495412,0.871102478295171,0.265807257792542,0.962889096259314,3.47081998571409,0.627925654899964,1196,"NCL",1995,0,"New Caledonia","Oceania",-21.064697,"south","NCL 1995",4,6,6,6,6,200379,1339.18181818182,526.660805704231,"Oceania_6","NCL_6",2.00379,"NCL",35,4
"fitted.Predictor.1163",74.9252747926392,6.05657998431538,63.7508966046657,74.6816791022971,87.4866349282556,74.1976096804446,1197,"NCL",1996,154,"New Caledonia","Oceania",-21.064697,"south","NCL 1996",4,7,7,7,7,205034,1339.18181818182,526.660805704231,"Oceania_7","NCL_7",2.05034,"NCL",35,4
"fitted.Predictor.1164",1249.02304053888,24.416108994408,1201.82627423679,1248.78446394739,1297.57742003612,1248.3088296403,1198,"NCL",1997,2618,"New Caledonia","Oceania",-21.064697,"south","NCL 1997",4,8,8,8,8,209560,1339.18181818182,526.660805704231,"Oceania_8","NCL_8",2.0956,"NCL",35,4
"fitted.Predictor.1165",167.799940021566,8.86125734036917,151.093658584829,167.566453669909,185.835172512061,167.101469178134,1199,"NCL",1998,359,"New Caledonia","Oceania",-21.064697,"south","NCL 1998",4,9,9,9,9,214047,1339.18181818182,526.660805704231,"Oceania_9","NCL_9",2.14047,"NCL",35,4
"fitted.Predictor.1166",7.43626669286231,1.87838703434847,4.42707856448955,7.20983234533836,11.7413921800542,6.77767783481418,1200,"NCL",1999,15,"New Caledonia","Oceania",-21.064697,"south","NCL 1999",4,10,10,10,10,218527,1339.18181818182,526.660805704231,"Oceania_10","NCL_10",2.18527,"NCL",35,4
"fitted.Predictor.1167",15.948683101697,2.69588810451828,11.3152761034859,15.7256238601966,21.8547356269395,15.2887898002548,1201,"NCL",2000,34,"New Caledonia","Oceania",-21.064697,"south","NCL 2000",4,11,11,11,11,223098,1339.18181818182,526.660805704231,"Oceania_11","NCL_11",2.23098,"NCL",35,4
"fitted.Predictor.1168",46.3921755942538,4.52620489947659,38.1502908428336,46.1729425642093,55.8826767650969,45.7380877134352,1202,"NCL",2001,105,"New Caledonia","Oceania",-21.064697,"south","NCL 2001",4,12,12,12,12,227707,1339.18181818182,526.660805704231,"Oceania_12","NCL_12",2.27707,"NCL",35,4
"fitted.Predictor.1169",2442.35180411168,32.430867114961,2379.37184801081,2442.13651536666,2506.55683059381,2441.70729689656,1203,"NCL",2002,5673,"New Caledonia","Oceania",-21.064697,"south","NCL 2002",4,13,13,13,13,232236,1339.18181818182,526.660805704231,"Oceania_13","NCL_13",2.32236,"NCL",35,4
"fitted.Predictor.1170",334.473215737179,11.892078318227,311.758235243814,334.262006817038,358.39017528978,333.841068469462,1204,"NCL",2003,792,"New Caledonia","Oceania",-21.064697,"south","NCL 2003",4,14,14,14,14,236678,1339.18181818182,526.660805704231,"Oceania_14","NCL_14",2.36678,"NCL",35,4
"fitted.Predictor.1171",19.3940661897594,2.85536971845176,14.3979821927122,19.1872296128017,25.5694948296275,18.7800097411515,1205,"NCL",2004,46,"New Caledonia","Oceania",-21.064697,"south","NCL 2004",4,15,15,15,15,240852,1339.18181818182,526.660805704231,"Oceania_15","NCL_15",2.40852,"NCL",35,4
"fitted.Predictor.1172",20.1029010301264,2.88502321468896,15.0396213886916,19.8990291566696,26.3285055444473,19.497311004732,1206,"NCL",2005,48,"New Caledonia","Oceania",-21.064697,"south","NCL 2005",4,16,16,16,16,244381,1339.18181818182,526.660805704231,"Oceania_16","NCL_16",2.44381,"NCL",35,4
"fitted.Predictor.1173",19.5984669945606,2.83047857512559,14.63458152992,19.3972242563334,25.7097155760069,19.0007668470296,1207,"NCL",2006,47,"New Caledonia","Oceania",-21.064697,"south","NCL 2006",4,17,17,17,17,247547,1339.18181818182,526.660805704231,"Oceania_17","NCL_17",2.47547,"NCL",35,4
"fitted.Predictor.1174",470.366003807991,13.7000390598989,444.071405745427,470.166614825197,497.795269430329,469.769165021776,1208,"NCL",2007,1179,"New Caledonia","Oceania",-21.064697,"south","NCL 2007",4,18,18,18,18,250725,1339.18181818182,526.660805704231,"Oceania_18","NCL_18",2.50725,"NCL",35,4
"fitted.Predictor.1175",3391.87191103237,36.556484206537,3320.74961843502,3391.67493133941,3464.11508250112,3391.28221713748,1209,"NCL",2008,8610,"New Caledonia","Oceania",-21.064697,"south","NCL 2008",4,19,19,19,19,253825,1339.18181818182,526.660805704231,"Oceania_19","NCL_19",2.53825,"NCL",35,4
"fitted.Predictor.1176",44.2606179981237,4.15840575249936,36.6668663895011,44.0665555544667,52.9595581328721,43.6814608644009,1210,"NCL",2009,113,"New Caledonia","Oceania",-21.064697,"south","NCL 2009",4,20,20,20,20,257250,1339.18181818182,526.660805704231,"Oceania_20","NCL_20",2.5725,"NCL",35,4
"fitted.Predictor.1177",1.29236134819875,0.765082830271353,0.378979074749928,1.11223377720147,3.25768214894297,0.823778747797612,1211,"NCL",2010,1,"New Caledonia","Oceania",-21.064697,"south","NCL 2010",4,21,21,21,21,261582,1339.18181818182,526.660805704231,"Oceania_21","NCL_21",2.61582,"NCL",35,4
"fitted.Predictor.1178",77.8598428228865,5.41223962818495,67.786087605865,77.672412864805,89.0006129104078,77.2995776768623,1212,"NCL",2011,207,"New Caledonia","Oceania",-21.064697,"south","NCL 2011",4,22,22,22,22,266543,1339.18181818182,526.660805704231,"Oceania_22","NCL_22",2.66543,"NCL",35,4
"fitted.Predictor.1179",4016.84221844108,38.4556127069849,3941.95902751148,4016.65815193158,4092.77280556182,4016.29118437709,1213,"NCL",2012,10912,"New Caledonia","Oceania",-21.064697,"south","NCL 2012",4,23,23,23,23,271633,1339.18181818182,526.660805704231,"Oceania_23","NCL_23",2.71633,"NCL",35,4
"fitted.Predictor.1180",105.483784258472,6.17890114390678,93.8858389850291,105.303279373697,118.109184699578,104.943932630086,1214,"NCL",2013,291,"New Caledonia","Oceania",-21.064697,"south","NCL 2013",4,24,24,24,24,276822,1339.18181818182,526.660805704231,"Oceania_24","NCL_24",2.76822,"NCL",35,4
"fitted.Predictor.1181",1141.33584891024,3663.42659381492,15.5796873060349,335.624081078805,7213.46220057886,29.1536870356248,1215,"NCL",2014,NA,"New Caledonia","Oceania",NA,"south","NCL 2014",4,25,25,25,25,281224,1339.18181818182,526.660805704231,"Oceania_25","NCL_25",2.81224,"NCL",35,4
"fitted.Predictor.1182",922.784413333884,3080.46248370658,11.5756253629663,261.349953479772,5885.91275467229,21.0229485790335,1216,"NCL",2015,NA,"New Caledonia","Oceania",NA,"south","NCL 2015",4,26,26,26,26,283168,1339.18181818182,526.660805704231,"Oceania_26","NCL_26",2.83168,"NCL",35,4
"fitted.Predictor.1183",1475.43706674275,22.817600704796,1431.19708915538,1475.26066156732,1520.68085922215,1474.90896590959,1217,"NCL",2016,4182,"New Caledonia","Oceania",-21.064697,"south","NCL 2016",4,27,27,27,27,283423,1339.18181818182,526.660805704231,"Oceania_27","NCL_27",2.83423,"NCL",35,4
"fitted.Predictor.1184",662.392334526986,15.2866417932447,632.920170693172,662.216013022777,692.867865146072,661.864506399413,1218,"NCL",2017,1878,"New Caledonia","Oceania",-21.064697,"south","NCL 2017",4,28,28,28,28,283546,1339.18181818182,526.660805704231,"Oceania_28","NCL_28",2.83546,"NCL",35,4
"fitted.Predictor.1185",1523.80278710046,23.1836687947977,1478.84475715199,1523.62645551274,1569.76421246355,1523.27490631792,1219,"NCL",2018,4321,"New Caledonia","Oceania",-21.064697,"south","NCL 2018",4,29,29,29,29,283541,1339.18181818182,526.660805704231,"Oceania_29","NCL_29",2.83541,"NCL",35,4
"fitted.Predictor.1186",18.0995585534151,2.54052847445407,13.6294283820891,17.9238585079774,23.5713162649464,17.5774120341234,1220,"NCL",2019,50,"New Caledonia","Oceania",-21.064697,"south","NCL 2019",4,30,30,30,30,283606,1339.18181818182,526.660805704231,"Oceania_30","NCL_30",2.83606,"NCL",35,4
"fitted.Predictor.1187",42.8952314376534,3.89463553610445,35.765446762292,42.7195162668436,51.0256617393886,42.3707032639666,1221,"NCL",2020,122,"New Caledonia","Oceania",-21.064697,"south","NCL 2020",4,31,31,31,31,284176,1339.18181818182,526.660805704231,"Oceania_31","NCL_31",2.84176,"NCL",35,4
"fitted.Predictor.1188",12.183125043635,2.08485010646027,8.60613041159588,12.0085667494708,16.756111918616,11.6669025748898,1222,"NCL",2021,34,"New Caledonia","Oceania",-21.064697,"south","NCL 2021",4,32,32,32,32,285214,1339.18181818182,526.660805704231,"Oceania_32","NCL_32",2.85214,"NCL",35,4
"fitted.Predictor.1189",178.827835924434,7.89676126068423,163.841792562058,178.653736690045,194.80473357548,178.306870167791,1223,"NCL",2022,513,"New Caledonia","Oceania",-21.064697,"south","NCL 2022",4,33,33,33,33,287123,1339.18181818182,526.660805704231,"Oceania_33","NCL_33",2.87123,"NCL",35,4
"fitted.Predictor.1190",6.61034179584003,1.53766572549773,4.10471313573009,6.43845505167309,10.0988918793989,6.1081466637759,1224,"NCL",2023,18,"New Caledonia","Oceania",-21.064697,"south","NCL 2023",4,34,34,34,34,289870,1339.18181818182,526.660805704231,"Oceania_34","NCL_34",2.8987,"NCL",35,4
"fitted.Predictor.1191",99.3980478014822,1.54540305643125,96.4019206266868,99.3860363098421,102.462525108844,99.3620892324045,1226,"NIC",1990,4137,"Nicaragua","Central America",12.670697,"north","NIC 1990",0,1,1,1,1,4162559,36292.6571428571,585.49856608593,"Central America_1","NIC_1",41.62559,"NIC",36,3
"fitted.Predictor.1192",44.269692118368,1.01961710715546,42.3038353691649,44.2579549089105,46.3023400613045,44.2345561211634,1227,"NIC",1991,1885,"Nicaragua","Central America",12.670697,"north","NIC 1991",0,2,2,2,2,4259637,36292.6571428571,585.49856608593,"Central America_2","NIC_2",42.59637,"NIC",36,3
"fitted.Predictor.1193",126.118045904185,1.70142785586442,122.814429881242,126.106570697281,129.486960016446,126.083692721637,1228,"NIC",1992,5495,"Nicaragua","Central America",12.670697,"north","NIC 1992",0,3,3,3,3,4357026,36292.6571428571,585.49856608593,"Central America_3","NIC_3",43.57026,"NIC",36,3
"fitted.Predictor.1194",200.691932531455,2.12282423399568,196.561275811654,200.680706358532,204.886469820514,200.658324993802,1229,"NIC",1993,8938,"Nicaragua","Central America",12.670697,"north","NIC 1993",0,4,4,4,4,4453732,36292.6571428571,585.49856608593,"Central America_4","NIC_4",44.53732,"NIC",36,3
"fitted.Predictor.1195",449.941452884298,3.14490857988751,443.805901236308,449.930462468322,456.139543192679,449.90855161664,1230,"NIC",1994,20469,"Nicaragua","Central America",12.670697,"north","NIC 1994",0,5,5,5,5,4549316,36292.6571428571,585.49856608593,"Central America_5","NIC_5",45.49316,"NIC",36,3
"fitted.Predictor.1196",397.475085802355,2.92592006395508,391.768319453588,397.46431700167,403.243129787231,397.44284790221,1231,"NIC",1995,18454,"Nicaragua","Central America",12.670697,"north","NIC 1995",0,6,6,6,6,4642931,36292.6571428571,585.49856608593,"Central America_6","NIC_6",46.42931,"NIC",36,3
"fitted.Predictor.1197",58.008634352881,1.10754005937256,55.8670187424109,57.9980642918077,60.2103984895206,57.9769913825825,1232,"NIC",1996,2743,"Nicaragua","Central America",12.670697,"north","NIC 1996",0,7,7,7,7,4729974,36292.6571428571,585.49856608593,"Central America_7","NIC_7",47.29974,"NIC",36,3
"fitted.Predictor.1198",63.6042349769508,1.15007893452915,61.3787012834158,63.5938397818438,65.8889219170412,63.5731153389524,1233,"NIC",1997,3058,"Nicaragua","Central America",12.670697,"north","NIC 1997",0,8,8,8,8,4809573,36292.6571428571,585.49856608593,"Central America_8","NIC_8",48.09573,"NIC",36,3
"fitted.Predictor.1199",269.473870021793,2.34904946898323,264.896783672684,269.463632073839,274.109213420109,269.44322110236,1234,"NIC",1998,13160,"Nicaragua","Central America",12.670697,"north","NIC 1998",0,9,9,9,9,4883655,36292.6571428571,585.49856608593,"Central America_9","NIC_9",48.83655,"NIC",36,3
"fitted.Predictor.1200",209.953705358382,2.05869410879884,205.945567466509,209.943612857821,214.019272769609,209.923491736636,1235,"NIC",1999,10401,"Nicaragua","Central America",12.670697,"north","NIC 1999",0,10,10,10,10,4954018,36292.6571428571,585.49856608593,"Central America_10","NIC_10",49.54018,"NIC",36,3
"fitted.Predictor.1201",133.024485124884,1.62747983523268,129.861533030146,133.01453059169,136.244081949722,132.994684379554,1236,"NIC",2000,6681,"Nicaragua","Central America",12.670697,"north","NIC 2000",0,11,11,11,11,5022633,36292.6571428571,585.49856608593,"Central America_11","NIC_11",50.22633,"NIC",36,3
"fitted.Predictor.1202",45.8689542246969,0.949606910342566,44.0349151531766,45.8591277148832,47.7589110134327,45.8395374694206,1237,"NIC",2001,2333,"Nicaragua","Central America",12.670697,"north","NIC 2001",0,12,12,12,12,5087825,36292.6571428571,585.49856608593,"Central America_12","NIC_12",50.87825,"NIC",36,3
"fitted.Predictor.1203",44.0793044603718,0.925273906627516,42.2926431487891,44.0695964038811,45.9212094942033,44.0502423670802,1238,"NIC",2002,2269,"Nicaragua","Central America",12.670697,"north","NIC 2002",0,13,13,13,13,5149909,36292.6571428571,585.49856608593,"Central America_13","NIC_13",51.49909,"NIC",36,3
"fitted.Predictor.1204",52.1145890642215,1.00014637398139,50.180778286524,52.1049946634465,54.1029964302887,52.0858668860793,1239,"NIC",2003,2715,"Nicaragua","Central America",12.670697,"north","NIC 2003",0,14,14,14,14,5210963,36292.6571428571,585.49856608593,"Central America_14","NIC_14",52.10963,"NIC",36,3
"fitted.Predictor.1205",158.019017325265,1.73117600398594,154.651375403497,158.009535236769,161.440615451374,157.990630988267,1240,"NIC",2004,8332,"Nicaragua","Central America",12.670697,"north","NIC 2004",0,15,15,15,15,5272912,36292.6571428571,585.49856608593,"Central America_15","NIC_15",52.72912,"NIC",36,3
"fitted.Predictor.1206",274.767876759891,2.26794261705233,270.347328026305,274.758517403652,279.241683047765,274.739858101351,1241,"NIC",2005,14678,"Nicaragua","Central America",12.670697,"north","NIC 2005",0,16,16,16,16,5342105,36292.6571428571,585.49856608593,"Central America_16","NIC_16",53.42105,"NIC",36,3
"fitted.Predictor.1207",195.93261347555,1.90155192936282,192.230148597854,195.923386720723,199.687581495848,195.904991620351,1242,"NIC",2006,10617,"Nicaragua","Central America",12.670697,"north","NIC 2006",0,17,17,17,17,5418855,36292.6571428571,585.49856608593,"Central America_17","NIC_17",54.18855,"NIC",36,3
"fitted.Predictor.1208",223.356643907224,2.0157376516918,219.429894655215,223.347548699521,227.335147694457,223.329415927709,1243,"NIC",2007,12278,"Nicaragua","Central America",12.670697,"north","NIC 2007",0,18,18,18,18,5497243,36292.6571428571,585.49856608593,"Central America_18","NIC_18",54.97243,"NIC",36,3
"fitted.Predictor.1209",155.407400390793,1.66940808191614,152.159406869818,155.398434658851,158.70641185489,155.380559872949,1244,"NIC",2008,8666,"Nicaragua","Central America",12.670697,"north","NIC 2008",0,19,19,19,19,5576593,36292.6571428571,585.49856608593,"Central America_19","NIC_19",55.76593,"NIC",36,3
"fitted.Predictor.1210",319.335683022897,2.37601729678086,314.701725159099,319.326844010992,324.019937463944,319.309222202074,1245,"NIC",2009,18063,"Nicaragua","Central America",12.670697,"north","NIC 2009",0,20,20,20,20,5656601,36292.6571428571,585.49856608593,"Central America_20","NIC_20",56.56601,"NIC",36,3
"fitted.Predictor.1211",438.775005656057,2.76543317953414,433.377082882422,438.766291175112,444.222516315328,438.748917810927,1246,"NIC",2010,25174,"Nicaragua","Central America",12.670697,"north","NIC 2010",0,21,21,21,21,5737450,36292.6571428571,585.49856608593,"Central America_21","NIC_21",57.3745,"NIC",36,3
"fitted.Predictor.1212",204.185614692238,1.87324174266882,200.53685330633,204.177022477959,207.883268438407,204.159892490281,1247,"NIC",2011,11881,"Nicaragua","Central America",12.670697,"north","NIC 2011",0,22,22,22,22,5819051,36292.6571428571,585.49856608593,"Central America_22","NIC_22",58.19051,"NIC",36,3
"fitted.Predictor.1213",523.249331931093,2.97770552514526,517.434472932418,523.240859378598,529.112402139743,523.223968431518,1248,"NIC",2012,30878,"Nicaragua","Central America",12.670697,"north","NIC 2012",0,23,23,23,23,5901287,36292.6571428571,585.49856608593,"Central America_23","NIC_23",59.01287,"NIC",36,3
"fitted.Predictor.1214",1289.79387315147,4.64267574552407,1280.71383237196,1289.78551746414,1298.92146005728,1289.76885991377,1249,"NIC",2013,77179,"Nicaragua","Central America",12.670697,"north","NIC 2013",0,24,24,24,24,5983845,36292.6571428571,585.49856608593,"Central America_24","NIC_24",59.83845,"NIC",36,3
"fitted.Predictor.1215",583.956664029277,3.10257106375355,577.896297752776,583.948422199061,590.063928622436,583.931991288182,1250,"NIC",2014,35425,"Nicaragua","Central America",12.670697,"north","NIC 2014",0,25,25,25,25,6066492,36292.6571428571,585.49856608593,"Central America_25","NIC_25",60.66492,"NIC",36,3
"fitted.Predictor.1216",802.135034513233,3.61165311593663,795.076089552737,802.126903812484,809.240245397629,802.110694600517,1251,"NIC",2015,49326,"Nicaragua","Central America",12.670697,"north","NIC 2015",0,26,26,26,26,6149417,36292.6571428571,585.49856608593,"Central America_26","NIC_26",61.49417,"NIC",36,3
"fitted.Predictor.1217",1419.3491333519,4.77205992209226,1410.01443264233,1419.34111123727,1428.72948206146,1419.32511873459,1252,"NIC",2016,88463,"Nicaragua","Central America",12.670697,"north","NIC 2016",0,27,27,27,27,6232666,36292.6571428571,585.49856608593,"Central America_27","NIC_27",62.32666,"NIC",36,3
"fitted.Predictor.1218",1099.89995573343,4.1729782288869,1091.73969414328,1099.89203975924,1108.1052613691,1099.87625876232,1253,"NIC",2017,69472,"Nicaragua","Central America",12.670697,"north","NIC 2017",0,28,28,28,28,6316231,36292.6571428571,585.49856608593,"Central America_28","NIC_28",63.16231,"NIC",36,3
"fitted.Predictor.1219",926.791133696247,3.80537186549019,919.351417534579,926.783321433355,934.275303768358,926.767747129259,1254,"NIC",2018,59315,"Nicaragua","Central America",12.670697,"north","NIC 2018",0,29,29,29,29,6400080,36292.6571428571,585.49856608593,"Central America_29","NIC_29",64.0008,"NIC",36,3
