"","ISO_A0","adjusted_year","cases","full_name","continent","label_y","hemisphere","join","total_missing","YearN","YearN2","YearN3","YearN4","population_total","ave_cases","avg_inc","YearN_continent","YearN_country","offset1","country","countryID","continentID"
"1045","LKA",2019,96045,"Sri Lanka","Asia",7.581097,"north","LKA 2019",0,30,30,30,30,21803000,27551.7142857143,129.03644437908,"Asia_30","LKA_30",218.03,"LKA",30,1
"1046","LKA",2020,32232,"Sri Lanka","Asia",7.581097,"north","LKA 2020",0,31,31,31,31,21919000,27551.7142857143,129.03644437908,"Asia_31","LKA_31",219.19,"LKA",30,1
"1047","LKA",2021,36120,"Sri Lanka","Asia",7.581097,"north","LKA 2021",0,32,32,32,32,22156000,27551.7142857143,129.03644437908,"Asia_32","LKA_32",221.56,"LKA",30,1
"1048","LKA",2022,76689,"Sri Lanka","Asia",7.581097,"north","LKA 2022",0,33,33,33,33,22181000,27551.7142857143,129.03644437908,"Asia_33","LKA_33",221.81,"LKA",30,1
"1049","LKA",2023,88659,"Sri Lanka","Asia",7.581097,"north","LKA 2023",0,34,34,34,34,22037000,27551.7142857143,129.03644437908,"Asia_34","LKA_34",220.37,"LKA",30,1
"1050","LKA",2024,33236,"Sri Lanka","Asia",7.581097,"north","LKA 2024",0,35,35,35,35,21916000,27551.7142857143,129.03644437908,"Asia_35","LKA_35",219.16,"LKA",30,1
"1051","MDV",1990,0,"Maldives","Asia",4.174441,"north","MDV 1990",8,1,1,1,1,224762,1063.52941176471,266.724464496864,"Asia_1","MDV_1",2.24762,"MDV",31,1
"1052","MDV",1991,0,"Maldives","Asia",4.174441,"north","MDV 1991",8,2,2,2,2,231802,1063.52941176471,266.724464496864,"Asia_2","MDV_2",2.31802,"MDV",31,1
"1053","MDV",1992,0,"Maldives","Asia",4.174441,"north","MDV 1992",8,3,3,3,3,238543,1063.52941176471,266.724464496864,"Asia_3","MDV_3",2.38543,"MDV",31,1
"1054","MDV",1993,0,"Maldives","Asia",4.174441,"north","MDV 1993",8,4,4,4,4,244884,1063.52941176471,266.724464496864,"Asia_4","MDV_4",2.44884,"MDV",31,1
"1055","MDV",1994,0,"Maldives","Asia",4.174441,"north","MDV 1994",8,5,5,5,5,250822,1063.52941176471,266.724464496864,"Asia_5","MDV_5",2.50822,"MDV",31,1
"1056","MDV",1995,0,"Maldives","Asia",4.174441,"north","MDV 1995",8,6,6,6,6,256649,1063.52941176471,266.724464496864,"Asia_6","MDV_6",2.56649,"MDV",31,1
"1057","MDV",1996,0,"Maldives","Asia",4.174441,"north","MDV 1996",8,7,7,7,7,262347,1063.52941176471,266.724464496864,"Asia_7","MDV_7",2.62347,"MDV",31,1
"1058","MDV",1997,3,"Maldives","Asia",4.174441,"north","MDV 1997",8,8,8,8,8,267707,1063.52941176471,266.724464496864,"Asia_8","MDV_8",2.67707,"MDV",31,1
"1059","MDV",1998,1750,"Maldives","Asia",4.174441,"north","MDV 1998",8,9,9,9,9,272723,1063.52941176471,266.724464496864,"Asia_9","MDV_9",2.72723,"MDV",31,1
"1060","MDV",1999,118,"Maldives","Asia",4.174441,"north","MDV 1999",8,10,10,10,10,277412,1063.52941176471,266.724464496864,"Asia_10","MDV_10",2.77412,"MDV",31,1
"1061","MDV",2000,180,"Maldives","Asia",4.174441,"north","MDV 2000",8,11,11,11,11,282019,1063.52941176471,266.724464496864,"Asia_11","MDV_11",2.82019,"MDV",31,1
"1062","MDV",2001,73,"Maldives","Asia",4.174441,"north","MDV 2001",8,12,12,12,12,286767,1063.52941176471,266.724464496864,"Asia_12","MDV_12",2.86767,"MDV",31,1
"1063","MDV",2002,27,"Maldives","Asia",4.174441,"north","MDV 2002",8,13,13,13,13,291616,1063.52941176471,266.724464496864,"Asia_13","MDV_13",2.91616,"MDV",31,1
"1064","MDV",2003,38,"Maldives","Asia",4.174441,"north","MDV 2003",8,14,14,14,14,296491,1063.52941176471,266.724464496864,"Asia_14","MDV_14",2.96491,"MDV",31,1
"1065","MDV",2004,742,"Maldives","Asia",4.174441,"north","MDV 2004",8,15,15,15,15,301413,1063.52941176471,266.724464496864,"Asia_15","MDV_15",3.01413,"MDV",31,1
"1066","MDV",2005,1126,"Maldives","Asia",4.174441,"north","MDV 2005",8,16,16,16,16,306429,1063.52941176471,266.724464496864,"Asia_16","MDV_16",3.06429,"MDV",31,1
"1067","MDV",2006,2777,"Maldives","Asia",4.174441,"north","MDV 2006",8,17,17,17,17,313851,1063.52941176471,266.724464496864,"Asia_17","MDV_17",3.13851,"MDV",31,1
"1068","MDV",2007,1680,"Maldives","Asia",4.174441,"north","MDV 2007",8,18,18,18,18,324479,1063.52941176471,266.724464496864,"Asia_18","MDV_18",3.24479,"MDV",31,1
"1069","MDV",2008,1824,"Maldives","Asia",4.174441,"north","MDV 2008",8,19,19,19,19,336170,1063.52941176471,266.724464496864,"Asia_19","MDV_19",3.3617,"MDV",31,1
"1070","MDV",2009,845,"Maldives","Asia",4.174441,"north","MDV 2009",8,20,20,20,20,348275,1063.52941176471,266.724464496864,"Asia_20","MDV_20",3.48275,"MDV",31,1
"1071","MDV",2010,1000,"Maldives","Asia",4.174441,"north","MDV 2010",8,21,21,21,21,360792,1063.52941176471,266.724464496864,"Asia_21","MDV_21",3.60792,"MDV",31,1
"1072","MDV",2011,2909,"Maldives","Asia",4.174441,"north","MDV 2011",8,22,22,22,22,373674,1063.52941176471,266.724464496864,"Asia_22","MDV_22",3.73674,"MDV",31,1
"1073","MDV",2012,1083,"Maldives","Asia",4.174441,"north","MDV 2012",8,23,23,23,23,386818,1063.52941176471,266.724464496864,"Asia_23","MDV_23",3.86818,"MDV",31,1
"1074","MDV",2013,725,"Maldives","Asia",4.174441,"north","MDV 2013",8,24,24,24,24,400070,1063.52941176471,266.724464496864,"Asia_24","MDV_24",4.0007,"MDV",31,1
"1075","MDV",2014,824,"Maldives","Asia",4.174441,"north","MDV 2014",8,25,25,25,25,413617,1063.52941176471,266.724464496864,"Asia_25","MDV_25",4.13617,"MDV",31,1
"1076","MDV",2015,1890,"Maldives","Asia",4.174441,"north","MDV 2015",8,26,26,26,26,428154,1063.52941176471,266.724464496864,"Asia_26","MDV_26",4.28154,"MDV",31,1
"1077","MDV",2016,1962,"Maldives","Asia",4.174441,"north","MDV 2016",8,27,27,27,27,443308,1063.52941176471,266.724464496864,"Asia_27","MDV_27",4.43308,"MDV",31,1
"1078","MDV",2017,851,"Maldives","Asia",4.174441,"north","MDV 2017",8,28,28,28,28,458287,1063.52941176471,266.724464496864,"Asia_28","MDV_28",4.58287,"MDV",31,1
"1079","MDV",2018,1838,"Maldives","Asia",4.174441,"north","MDV 2018",8,29,29,29,29,473099,1063.52941176471,266.724464496864,"Asia_29","MDV_29",4.73099,"MDV",31,1
"1080","MDV",2019,2156,"Maldives","Asia",4.174441,"north","MDV 2019",8,30,30,30,30,487731,1063.52941176471,266.724464496864,"Asia_30","MDV_30",4.87731,"MDV",31,1
"1081","MDV",2020,328,"Maldives","Asia",4.174441,"north","MDV 2020",8,31,31,31,31,502118,1063.52941176471,266.724464496864,"Asia_31","MDV_31",5.02118,"MDV",31,1
"1082","MDV",2021,NA,"Maldives","Asia",NA,"north","MDV 2021",8,32,32,32,32,516154,1063.52941176471,266.724464496864,"Asia_32","MDV_32",5.16154,"MDV",31,1
"1083","MDV",2022,2700,"Maldives","Asia",4.174441,"north","MDV 2022",8,33,33,33,33,524106,1063.52941176471,266.724464496864,"Asia_33","MDV_33",5.24106,"MDV",31,1
"1084","MDV",2023,3417,"Maldives","Asia",4.174441,"north","MDV 2023",8,34,34,34,34,525994,1063.52941176471,266.724464496864,"Asia_34","MDV_34",5.25994,"MDV",31,1
"1085","MDV",2024,3294,"Maldives","Asia",4.174441,"north","MDV 2024",8,35,35,35,35,527799,1063.52941176471,266.724464496864,"Asia_35","MDV_35",5.27799,"MDV",31,1
"1086","MEX",1990,14485,"Mexico","Central America",23.919988,"north","MEX 1990",0,1,1,1,1,82820170,88354,73.9700116283682,"Central America_1","MEX_1",828.2017,"MEX",32,3
"1087","MEX",1991,5863,"Mexico","Central America",23.919988,"north","MEX 1991",0,2,2,2,2,84430572,88354,73.9700116283682,"Central America_2","MEX_2",844.30572,"MEX",32,3
"1088","MEX",1992,11348,"Mexico","Central America",23.919988,"north","MEX 1992",0,3,3,3,3,86044809,88354,73.9700116283682,"Central America_3","MEX_3",860.44809,"MEX",32,3
"1089","MEX",1993,2899,"Mexico","Central America",23.919988,"north","MEX 1993",0,4,4,4,4,87653807,88354,73.9700116283682,"Central America_4","MEX_4",876.53807,"MEX",32,3
"1090","MEX",1994,6770,"Mexico","Central America",23.919988,"north","MEX 1994",0,5,5,5,5,89259205,88354,73.9700116283682,"Central America_5","MEX_5",892.59205,"MEX",32,3
"1091","MEX",1995,36029,"Mexico","Central America",23.919988,"north","MEX 1995",0,6,6,6,6,90862455,88354,73.9700116283682,"Central America_6","MEX_6",908.62455,"MEX",32,3
"1092","MEX",1996,35082,"Mexico","Central America",23.919988,"north","MEX 1996",0,7,7,7,7,92452702,88354,73.9700116283682,"Central America_7","MEX_7",924.52702,"MEX",32,3
"1093","MEX",1997,52561,"Mexico","Central America",23.919988,"north","MEX 1997",0,8,8,8,8,94021207,88354,73.9700116283682,"Central America_8","MEX_8",940.21207,"MEX",32,3
"1094","MEX",1998,23267,"Mexico","Central America",23.919988,"north","MEX 1998",0,9,9,9,9,95575245,88354,73.9700116283682,"Central America_9","MEX_9",955.75245,"MEX",32,3
"1095","MEX",1999,14655,"Mexico","Central America",23.919988,"north","MEX 1999",0,10,10,10,10,97115707,88354,73.9700116283682,"Central America_10","MEX_10",971.15707,"MEX",32,3
"1096","MEX",2000,21665,"Mexico","Central America",23.919988,"north","MEX 2000",0,11,11,11,11,98625552,88354,73.9700116283682,"Central America_11","MEX_11",986.25552,"MEX",32,3
"1097","MEX",2001,6019,"Mexico","Central America",23.919988,"north","MEX 2001",0,12,12,12,12,100099099,88354,73.9700116283682,"Central America_12","MEX_12",1000.99099,"MEX",32,3
"1098","MEX",2002,8415,"Mexico","Central America",23.919988,"north","MEX 2002",0,13,13,13,13,101548624,88354,73.9700116283682,"Central America_13","MEX_13",1015.48624,"MEX",32,3
"1099","MEX",2003,6234,"Mexico","Central America",23.919988,"north","MEX 2003",0,14,14,14,14,102978515,88354,73.9700116283682,"Central America_14","MEX_14",1029.78515,"MEX",32,3
"1100","MEX",2004,7983,"Mexico","Central America",23.919988,"north","MEX 2004",0,15,15,15,15,104394131,88354,73.9700116283682,"Central America_15","MEX_15",1043.94131,"MEX",32,3
"1101","MEX",2005,20912,"Mexico","Central America",23.919988,"north","MEX 2005",0,16,16,16,16,105811504,88354,73.9700116283682,"Central America_16","MEX_16",1058.11504,"MEX",32,3
"1102","MEX",2006,27335,"Mexico","Central America",23.919988,"north","MEX 2006",0,17,17,17,17,107253666,88354,73.9700116283682,"Central America_17","MEX_17",1072.53666,"MEX",32,3
"1103","MEX",2007,49119,"Mexico","Central America",23.919988,"north","MEX 2007",0,18,18,18,18,108774360,88354,73.9700116283682,"Central America_18","MEX_18",1087.7436,"MEX",32,3
"1104","MEX",2008,25040,"Mexico","Central America",23.919988,"north","MEX 2008",0,19,19,19,19,110374288,88354,73.9700116283682,"Central America_19","MEX_19",1103.74288,"MEX",32,3
"1105","MEX",2009,238389,"Mexico","Central America",23.919988,"north","MEX 2009",0,20,20,20,20,111999721,88354,73.9700116283682,"Central America_20","MEX_20",1119.99721,"MEX",32,3
"1106","MEX",2010,51635,"Mexico","Central America",23.919988,"north","MEX 2010",0,21,21,21,21,113623895,88354,73.9700116283682,"Central America_21","MEX_21",1136.23895,"MEX",32,3
"1107","MEX",2011,63628,"Mexico","Central America",23.919988,"north","MEX 2011",0,22,22,22,22,115243504,88354,73.9700116283682,"Central America_22","MEX_22",1152.43504,"MEX",32,3
"1108","MEX",2012,165749,"Mexico","Central America",23.919988,"north","MEX 2012",0,23,23,23,23,116818208,88354,73.9700116283682,"Central America_23","MEX_23",1168.18208,"MEX",32,3
"1109","MEX",2013,231498,"Mexico","Central America",23.919988,"north","MEX 2013",0,24,24,24,24,118343573,88354,73.9700116283682,"Central America_24","MEX_24",1183.43573,"MEX",32,3
"1110","MEX",2014,124943,"Mexico","Central America",23.919988,"north","MEX 2014",0,25,25,25,25,119784261,88354,73.9700116283682,"Central America_25","MEX_25",1197.84261,"MEX",32,3
"1111","MEX",2015,219593,"Mexico","Central America",23.919988,"north","MEX 2015",0,26,26,26,26,121072306,88354,73.9700116283682,"Central America_26","MEX_26",1210.72306,"MEX",32,3
"1112","MEX",2016,130069,"Mexico","Central America",23.919988,"north","MEX 2016",0,27,27,27,27,122251351,88354,73.9700116283682,"Central America_27","MEX_27",1222.51351,"MEX",32,3
"1113","MEX",2017,89961,"Mexico","Central America",23.919988,"north","MEX 2017",0,28,28,28,28,123400057,88354,73.9700116283682,"Central America_28","MEX_28",1234.00057,"MEX",32,3
"1114","MEX",2018,78642,"Mexico","Central America",23.919988,"north","MEX 2018",0,29,29,29,29,124573711,88354,73.9700116283682,"Central America_29","MEX_29",1245.73711,"MEX",32,3
"1115","MEX",2019,268494,"Mexico","Central America",23.919988,"north","MEX 2019",0,30,30,30,30,125762982,88354,73.9700116283682,"Central America_30","MEX_30",1257.62982,"MEX",32,3
"1116","MEX",2020,120639,"Mexico","Central America",23.919988,"north","MEX 2020",0,31,31,31,31,126799054,88354,73.9700116283682,"Central America_31","MEX_31",1267.99054,"MEX",32,3
"1117","MEX",2021,36742,"Mexico","Central America",23.919988,"north","MEX 2021",0,32,32,32,32,127648148,88354,73.9700116283682,"Central America_32","MEX_32",1276.48148,"MEX",32,3
"1118","MEX",2022,59918,"Mexico","Central America",23.919988,"north","MEX 2022",0,33,33,33,33,128613117,88354,73.9700116283682,"Central America_33","MEX_33",1286.13117,"MEX",32,3
"1119","MEX",2023,281615,"Mexico","Central America",23.919988,"north","MEX 2023",0,34,34,34,34,129739759,88354,73.9700116283682,"Central America_34","MEX_34",1297.39759,"MEX",32,3
"1120","MEX",2024,555194,"Mexico","Central America",23.919988,"north","MEX 2024",0,35,35,35,35,130861007,88354,73.9700116283682,"Central America_35","MEX_35",1308.61007,"MEX",32,3
"1121","MMR",1990,5696,"Myanmar","Asia",21.573855,"north","MMR 1990",0,1,1,1,1,39817251,12696.4571428571,25.7946118097712,"Asia_1","MMR_1",398.17251,"MMR",33,1
"1122","MMR",1991,6677,"Myanmar","Asia",21.573855,"north","MMR 1991",0,2,2,2,2,40394154,12696.4571428571,25.7946118097712,"Asia_2","MMR_2",403.94154,"MMR",33,1
"1123","MMR",1992,1418,"Myanmar","Asia",21.573855,"north","MMR 1992",0,3,3,3,3,40950342,12696.4571428571,25.7946118097712,"Asia_3","MMR_3",409.50342,"MMR",33,1
"1124","MMR",1993,1742,"Myanmar","Asia",21.573855,"north","MMR 1993",0,4,4,4,4,41502429,12696.4571428571,25.7946118097712,"Asia_4","MMR_4",415.02429,"MMR",33,1
"1125","MMR",1994,11591,"Myanmar","Asia",21.573855,"north","MMR 1994",0,5,5,5,5,42055143,12696.4571428571,25.7946118097712,"Asia_5","MMR_5",420.55143,"MMR",33,1
"1126","MMR",1995,2063,"Myanmar","Asia",21.573855,"north","MMR 1995",0,6,6,6,6,42605338,12696.4571428571,25.7946118097712,"Asia_6","MMR_6",426.05338,"MMR",33,1
"1127","MMR",1996,1731,"Myanmar","Asia",21.573855,"north","MMR 1996",0,7,7,7,7,43154860,12696.4571428571,25.7946118097712,"Asia_7","MMR_7",431.5486,"MMR",33,1
"1128","MMR",1997,3697,"Myanmar","Asia",21.573855,"north","MMR 1997",0,8,8,8,8,43708798,12696.4571428571,25.7946118097712,"Asia_8","MMR_8",437.08798,"MMR",33,1
"1129","MMR",1998,12231,"Myanmar","Asia",21.573855,"north","MMR 1998",0,9,9,9,9,44257793,12696.4571428571,25.7946118097712,"Asia_9","MMR_9",442.57793,"MMR",33,1
"1130","MMR",1999,5495,"Myanmar","Asia",21.573855,"north","MMR 1999",0,10,10,10,10,44787724,12696.4571428571,25.7946118097712,"Asia_10","MMR_10",447.87724,"MMR",33,1
"1131","MMR",2000,1222,"Myanmar","Asia",21.573855,"north","MMR 2000",0,11,11,11,11,45290841,12696.4571428571,25.7946118097712,"Asia_11","MMR_11",452.90841,"MMR",33,1
"1132","MMR",2001,15503,"Myanmar","Asia",21.573855,"north","MMR 2001",0,12,12,12,12,45771139,12696.4571428571,25.7946118097712,"Asia_12","MMR_12",457.71139,"MMR",33,1
"1133","MMR",2002,15663,"Myanmar","Asia",21.573855,"north","MMR 2002",0,13,13,13,13,46232653,12696.4571428571,25.7946118097712,"Asia_13","MMR_13",462.32653,"MMR",33,1
"1134","MMR",2003,6792,"Myanmar","Asia",21.573855,"north","MMR 2003",0,14,14,14,14,46667192,12696.4571428571,25.7946118097712,"Asia_14","MMR_14",466.67192,"MMR",33,1
"1135","MMR",2004,6624,"Myanmar","Asia",21.573855,"north","MMR 2004",0,15,15,15,15,47068772,12696.4571428571,25.7946118097712,"Asia_15","MMR_15",470.68772,"MMR",33,1
"1136","MMR",2005,16965,"Myanmar","Asia",21.573855,"north","MMR 2005",0,16,16,16,16,47438365,12696.4571428571,25.7946118097712,"Asia_16","MMR_16",474.38365,"MMR",33,1
"1137","MMR",2006,10392,"Myanmar","Asia",21.573855,"north","MMR 2006",0,17,17,17,17,47785135,12696.4571428571,25.7946118097712,"Asia_17","MMR_17",477.85135,"MMR",33,1
"1138","MMR",2007,14658,"Myanmar","Asia",21.573855,"north","MMR 2007",0,18,18,18,18,48125043,12696.4571428571,25.7946118097712,"Asia_18","MMR_18",481.25043,"MMR",33,1
"1139","MMR",2008,17281,"Myanmar","Asia",21.573855,"north","MMR 2008",0,19,19,19,19,48390793,12696.4571428571,25.7946118097712,"Asia_19","MMR_19",483.90793,"MMR",33,1
"1140","MMR",2009,23681,"Myanmar","Asia",21.573855,"north","MMR 2009",0,20,20,20,20,48660459,12696.4571428571,25.7946118097712,"Asia_20","MMR_20",486.60459,"MMR",33,1
"1141","MMR",2010,15631,"Myanmar","Asia",21.573855,"north","MMR 2010",0,21,21,21,21,49024382,12696.4571428571,25.7946118097712,"Asia_21","MMR_21",490.24382,"MMR",33,1
"1142","MMR",2011,4297,"Myanmar","Asia",21.573855,"north","MMR 2011",0,22,22,22,22,49419820,12696.4571428571,25.7946118097712,"Asia_22","MMR_22",494.1982,"MMR",33,1
"1143","MMR",2012,7006,"Myanmar","Asia",21.573855,"north","MMR 2012",0,23,23,23,23,49837446,12696.4571428571,25.7946118097712,"Asia_23","MMR_23",498.37446,"MMR",33,1
"1144","MMR",2013,22166,"Myanmar","Asia",21.573855,"north","MMR 2013",0,24,24,24,24,50262658,12696.4571428571,25.7946118097712,"Asia_24","MMR_24",502.62658,"MMR",33,1
"1145","MMR",2014,14410,"Myanmar","Asia",21.573855,"north","MMR 2014",0,25,25,25,25,50681634,12696.4571428571,25.7946118097712,"Asia_25","MMR_25",506.81634,"MMR",33,1
"1146","MMR",2015,42540,"Myanmar","Asia",21.573855,"north","MMR 2015",0,26,26,26,26,51089056,12696.4571428571,25.7946118097712,"Asia_26","MMR_26",510.89056,"MMR",33,1
"1147","MMR",2016,10385,"Myanmar","Asia",21.573855,"north","MMR 2016",0,27,27,27,27,51495696,12696.4571428571,25.7946118097712,"Asia_27","MMR_27",514.95696,"MMR",33,1
"1148","MMR",2017,32891,"Myanmar","Asia",21.573855,"north","MMR 2017",0,28,28,28,28,51894938,12696.4571428571,25.7946118097712,"Asia_28","MMR_28",518.94938,"MMR",33,1
"1149","MMR",2018,22659,"Myanmar","Asia",21.573855,"north","MMR 2018",0,29,29,29,29,52272247,12696.4571428571,25.7946118097712,"Asia_29","MMR_29",522.72247,"MMR",33,1
"1150","MMR",2019,23203,"Myanmar","Asia",21.573855,"north","MMR 2019",0,30,30,30,30,52640713,12696.4571428571,25.7946118097712,"Asia_30","MMR_30",526.40713,"MMR",33,1
"1151","MMR",2020,15131,"Myanmar","Asia",21.573855,"north","MMR 2020",0,31,31,31,31,53016522,12696.4571428571,25.7946118097712,"Asia_31","MMR_31",530.16522,"MMR",33,1
"1152","MMR",2021,5446,"Myanmar","Asia",21.573855,"north","MMR 2021",0,32,32,32,32,53387102,12696.4571428571,25.7946118097712,"Asia_32","MMR_32",533.87102,"MMR",33,1
"1153","MMR",2022,24971,"Myanmar","Asia",21.573855,"north","MMR 2022",0,33,33,33,33,53756787,12696.4571428571,25.7946118097712,"Asia_33","MMR_33",537.56787,"MMR",33,1
"1154","MMR",2023,16130,"Myanmar","Asia",21.573855,"north","MMR 2023",0,34,34,34,34,54133798,12696.4571428571,25.7946118097712,"Asia_34","MMR_34",541.33798,"MMR",33,1
"1155","MMR",2024,6388,"Myanmar","Asia",21.573855,"north","MMR 2024",0,35,35,35,35,54500091,12696.4571428571,25.7946118097712,"Asia_35","MMR_35",545.00091,"MMR",33,1
"1156","MYS",1990,4880,"Malaysia","Asia",2.528667,"north","MYS 1990",0,1,1,1,1,17833171,47034.3142857143,156.921455918221,"Asia_1","MYS_1",178.33171,"MYS",34,1
"1157","MYS",1991,6628,"Malaysia","Asia",2.528667,"north","MYS 1991",0,2,2,2,2,18342464,47034.3142857143,156.921455918221,"Asia_2","MYS_2",183.42464,"MYS",34,1
"1158","MYS",1992,5473,"Malaysia","Asia",2.528667,"north","MYS 1992",0,3,3,3,3,18834572,47034.3142857143,156.921455918221,"Asia_3","MYS_3",188.34572,"MYS",34,1
"1159","MYS",1993,5615,"Malaysia","Asia",2.528667,"north","MYS 1993",0,4,4,4,4,19322664,47034.3142857143,156.921455918221,"Asia_4","MYS_4",193.22664,"MYS",34,1
"1160","MYS",1994,3133,"Malaysia","Asia",2.528667,"north","MYS 1994",0,5,5,5,5,19820446,47034.3142857143,156.921455918221,"Asia_5","MYS_5",198.20446,"MYS",34,1
"1161","MYS",1995,6600,"Malaysia","Asia",2.528667,"north","MYS 1995",0,6,6,6,6,20330599,47034.3142857143,156.921455918221,"Asia_6","MYS_6",203.30599,"MYS",34,1
"1162","MYS",1996,14255,"Malaysia","Asia",2.528667,"north","MYS 1996",0,7,7,7,7,20850087,47034.3142857143,156.921455918221,"Asia_7","MYS_7",208.50087,"MYS",34,1
"1163","MYS",1997,19429,"Malaysia","Asia",2.528667,"north","MYS 1997",0,8,8,8,8,21375218,47034.3142857143,156.921455918221,"Asia_8","MYS_8",213.75218,"MYS",34,1
"1164","MYS",1998,27381,"Malaysia","Asia",2.528667,"north","MYS 1998",0,9,9,9,9,21906713,47034.3142857143,156.921455918221,"Asia_9","MYS_9",219.06713,"MYS",34,1
"1165","MYS",1999,10146,"Malaysia","Asia",2.528667,"north","MYS 1999",0,10,10,10,10,22435531,47034.3142857143,156.921455918221,"Asia_10","MYS_10",224.35531,"MYS",34,1
"1166","MYS",2000,8805,"Malaysia","Asia",2.528667,"north","MYS 2000",0,11,11,11,11,22967816,47034.3142857143,156.921455918221,"Asia_11","MYS_11",229.67816,"MYS",34,1
"1167","MYS",2001,16368,"Malaysia","Asia",2.528667,"north","MYS 2001",0,12,12,12,12,23526538,47034.3142857143,156.921455918221,"Asia_12","MYS_12",235.26538,"MYS",34,1
"1168","MYS",2002,32767,"Malaysia","Asia",2.528667,"north","MYS 2002",0,13,13,13,13,24102477,47034.3142857143,156.921455918221,"Asia_13","MYS_13",241.02477,"MYS",34,1
"1169","MYS",2003,31545,"Malaysia","Asia",2.528667,"north","MYS 2003",0,14,14,14,14,24679602,47034.3142857143,156.921455918221,"Asia_14","MYS_14",246.79602,"MYS",34,1
"1170","MYS",2004,33895,"Malaysia","Asia",2.528667,"north","MYS 2004",0,15,15,15,15,25256772,47034.3142857143,156.921455918221,"Asia_15","MYS_15",252.56772,"MYS",34,1
"1171","MYS",2005,39686,"Malaysia","Asia",2.528667,"north","MYS 2005",0,16,16,16,16,25836071,47034.3142857143,156.921455918221,"Asia_16","MYS_16",258.36071,"MYS",34,1
"1172","MYS",2006,38556,"Malaysia","Asia",2.528667,"north","MYS 2006",0,17,17,17,17,26417909,47034.3142857143,156.921455918221,"Asia_17","MYS_17",264.17909,"MYS",34,1
"1173","MYS",2007,48846,"Malaysia","Asia",2.528667,"north","MYS 2007",0,18,18,18,18,26998389,47034.3142857143,156.921455918221,"Asia_18","MYS_18",269.98389,"MYS",34,1
"1174","MYS",2008,49335,"Malaysia","Asia",2.528667,"north","MYS 2008",0,19,19,19,19,27570059,47034.3142857143,156.921455918221,"Asia_19","MYS_19",275.70059,"MYS",34,1
"1175","MYS",2009,41486,"Malaysia","Asia",2.528667,"north","MYS 2009",0,20,20,20,20,28124778,47034.3142857143,156.921455918221,"Asia_20","MYS_20",281.24778,"MYS",34,1
"1176","MYS",2010,46171,"Malaysia","Asia",2.528667,"north","MYS 2010",0,21,21,21,21,28655776,47034.3142857143,156.921455918221,"Asia_21","MYS_21",286.55776,"MYS",34,1
"1177","MYS",2011,20040,"Malaysia","Asia",2.528667,"north","MYS 2011",0,22,22,22,22,29162039,47034.3142857143,156.921455918221,"Asia_22","MYS_22",291.62039,"MYS",34,1
"1178","MYS",2012,23088,"Malaysia","Asia",2.528667,"north","MYS 2012",0,23,23,23,23,29662831,47034.3142857143,156.921455918221,"Asia_23","MYS_23",296.62831,"MYS",34,1
"1179","MYS",2013,43862,"Malaysia","Asia",2.528667,"north","MYS 2013",0,24,24,24,24,30174265,47034.3142857143,156.921455918221,"Asia_24","MYS_24",301.74265,"MYS",34,1
"1180","MYS",2014,108698,"Malaysia","Asia",2.528667,"north","MYS 2014",0,25,25,25,25,30696137,47034.3142857143,156.921455918221,"Asia_25","MYS_25",306.96137,"MYS",34,1
"1181","MYS",2015,121619,"Malaysia","Asia",2.528667,"north","MYS 2015",0,26,26,26,26,31232798,47034.3142857143,156.921455918221,"Asia_26","MYS_26",312.32798,"MYS",34,1
"1182","MYS",2016,109037,"Malaysia","Asia",2.528667,"north","MYS 2016",0,27,27,27,27,31789685,47034.3142857143,156.921455918221,"Asia_27","MYS_27",317.89685,"MYS",34,1
"1183","MYS",2017,89487,"Malaysia","Asia",2.528667,"north","MYS 2017",0,28,28,28,28,32355644,47034.3142857143,156.921455918221,"Asia_28","MYS_28",323.55644,"MYS",34,1
"1184","MYS",2018,83651,"Malaysia","Asia",2.528667,"north","MYS 2018",0,29,29,29,29,32910967,47034.3142857143,156.921455918221,"Asia_29","MYS_29",329.10967,"MYS",34,1
"1185","MYS",2019,130282,"Malaysia","Asia",2.528667,"north","MYS 2019",0,30,30,30,30,33440596,47034.3142857143,156.921455918221,"Asia_30","MYS_30",334.40596,"MYS",34,1
"1186","MYS",2020,87171,"Malaysia","Asia",2.528667,"north","MYS 2020",0,31,31,31,31,33889558,47034.3142857143,156.921455918221,"Asia_31","MYS_31",338.89558,"MYS",34,1
"1187","MYS",2021,26978,"Malaysia","Asia",2.528667,"north","MYS 2021",0,32,32,32,32,34282399,47034.3142857143,156.921455918221,"Asia_32","MYS_32",342.82399,"MYS",34,1
"1188","MYS",2022,65732,"Malaysia","Asia",2.528667,"north","MYS 2022",0,33,33,33,33,34695493,47034.3142857143,156.921455918221,"Asia_33","MYS_33",346.95493,"MYS",34,1
"1189","MYS",2023,123133,"Malaysia","Asia",2.528667,"north","MYS 2023",0,34,34,34,34,35126298,47034.3142857143,156.921455918221,"Asia_34","MYS_34",351.26298,"MYS",34,1
"1190","MYS",2024,122423,"Malaysia","Asia",2.528667,"north","MYS 2024",0,35,35,35,35,35557673,47034.3142857143,156.921455918221,"Asia_35","MYS_35",355.57673,"MYS",34,1
