"","cases","adjusted_year","YearN","ISO_A0","full_name","continent","population_total","mean_fitted","dis_mean","dis_variance","dis_0.025","dis_0.975","dis_0.05","dis_0.95","dis_time","dis_all","continentID","countryID"
"653",3979,1995,6,"GTM","Guatemala","Central America",10312996,38.5929969644496,0.103493288673158,0.577648601218094,-2.35200689276943,0.0686483070404773,-2.15764260410313,-0.12989401988023,0.103493288673158,1.01506913494813,3,20
"654",6728,2003,14,"GTM","Guatemala","Central America",12525842,53.7141219637369,0.208652035628277,0.562577475059819,-0.513574249172539,1.87671731716236,-0.318968703889551,1.68317401365448,0.208652035628277,1.12022788190325,3,20
"655",2553,2011,22,"GTM","Guatemala","Central America",14792126,17.265520877762,-1.12977939587524,0.554675588873657,-2.03280387043482,0.347216339927505,-1.8398465711622,0.153686588642124,-1.12977939587524,-0.21820354960027,3,20
"656",11703,2013,24,"GTM","Guatemala","Central America",15387337,76.0598690794289,0.261386087519333,0.559715081527747,-1.36365926872534,1.02346626035734,-1.17052083479053,0.828966173610595,0.261386087519333,1.17296193379431,3,20
"657",2872,1994,5,"GTM","Guatemala","Central America",10043718,28.6057126618853,-0.181808245386696,0.596177098105269,-2.3460048076869,0.118626497023448,-2.14404198468489,-0.0794753408280362,-0.181808245386696,0.729767600888278,3,20
"658",8964,2000,11,"GTM","Guatemala","Central America",11697592,76.6322419752985,0.581361275391389,0.560144492981801,-0.47780055788153,1.91346266862425,-0.283985870756153,1.71896933559344,0.581361275391389,1.49293712166636,3,20
"659",10200,2009,20,"GTM","Guatemala","Central America",14215611,71.7552640477957,0.393945494214149,0.551814952798912,-1.08904441944593,1.28273882863583,-0.895670537933828,1.09094673204737,0.393945494214149,1.30552134048912,3,20
"660",19863,2014,25,"GTM","Guatemala","Central America",15681725,126.665046704623,0.742524199830443,0.56008199388966,-0.741137887389805,1.64869904623094,-0.547884134761753,1.45387088780362,0.742524199830443,1.65410004610542,3,20
"661",3615,1999,10,"GTM","Guatemala","Central America",11422965,31.6521338032682,-0.267868122256073,0.56336131904663,-1.41536695545626,0.981511853875137,-1.22098042362269,0.786684071635219,-0.267868122256073,0.643707724018901,3,20
"662",2959,2021,32,"GTM","Guatemala","Central America",17598650,16.8193843006723,-1.42355715422985,0.685635125384635,-2.28730127897444,0.416758198123105,-2.06575614497347,0.199697647529158,-1.42355715422985,-0.51198130795488,3,20
"663",3660,1996,7,"GTM","Guatemala","Central America",10583526,34.5864663417449,-0.0395468616536797,0.574701691554785,-1.14810095171338,1.27007532901413,-0.952286411837307,1.07323869477099,-0.0395468616536797,0.872028984621295,3,20
"664",1907,1993,4,"GTM","Guatemala","Central America",9779761,19.5086195263011,-0.587560608168975,0.629718470956932,-2.03978237392468,0.511779960819121,-1.83158273080689,0.305872705911763,-0.587560608168975,0.324015238105999,3,20
"665",1286,1992,3,"GTM","Guatemala","Central America",9522266,13.5114483449374,-1.01522937615679,0.723706493401174,-1.56316028363403,1.19492733289855,-1.33936392271129,0.97134174262879,-1.01522937615679,-0.103653529881818,3,20
"666",18685,2015,26,"GTM","Guatemala","Central America",15971743,116.990049736009,0.650214885017881,0.560201547676594,-0.907651056178929,1.48378268295945,-0.713727062969042,1.28936170313406,0.650214885017881,1.56179073129286,3,20
"667",9331,2012,23,"GTM","Guatemala","Central America",15089647,61.8402395743319,0.0969769728552534,0.556400201647882,-1.14157862222293,1.24082013651225,-0.94826663646765,1.04725405878431,0.0969769728552534,1.00855281913023,3,20
"668",2422,2006,17,"GTM","Guatemala","Central America",13367459,18.1251095007997,-0.874569247993281,0.553755182097569,-1.89149958872591,0.481262854699055,-1.698531464646,0.28889798069969,-0.874569247993281,0.0370065982816934,3,20
"669",73975,2023,34,"GTM","Guatemala","Central America",18124838,408.140871245245,1.55821805814413,1.03923683980478,-0.523048161803688,2.94359046162148,-0.242790699547626,2.66218435095186,1.55821805814413,2.46979390441911,3,20
"670",3227,2008,19,"GTM","Guatemala","Central America",13935174,23.1616926251362,-0.691977444293881,0.55280684984589,-1.42055301304343,0.952306219604495,-1.2285315446805,0.758992714690731,-0.691977444293881,0.219598401981094,3,20
"671",5757,1990,1,"GTM","Guatemala","Central America",9024773,63.7940430186481,0.35326168234278,1.06618363026185,-1.30062878535867,2.19659060856002,-1.01653452706125,1.91408117488902,0.35326168234278,1.26483752861775,3,20
